,MedInc
16700,3.0536
8690,6.4891
18904,2.6937
3939,4.7125
11508,5.0926
19548,1.9643
11986,2.1764
7226,2.5313
5254,10.7937
13580,1.4815
4490,2.1029
13299,2.4464
12766,2.0786
16966,3.9722
5742,2.5668
17256,2.675
4486,2.4886
10854,3.7174
801,4.7083
16562,2.6181
7353,2.4821
8078,4.6042
18535,2.9444
10355,5.6346
18867,2.9469
684,2.7955
15189,4.3571
1715,4.3333
20412,3.3703
9078,2.1167
11782,0.8691
15277,4.3182
12326,3.3616
7993,2.7268
7524,2.7083
4659,2.5313
11112,2.8021
14580,5.252999999999999
19283,2.975
18299,5.1335
18986,2.8357
6222,5.4635
17033,2.7075
17386,1.7941
7463,3.4712
12057,2.4387
11464,3.5859
4998,2.0542
17214,4.1316
16263,1.725
17449,5.3765
15839,4.875
11375,2.3674
1156,3.2174
7958,4.625
16213,2.0398
2403,1.6486
18014,5.2533
6117,3.3322
18444,4.4565
11750,6.1642
18249,4.5644
18858,1.0667
15724,2.8654
1318,5.4409
2428,1.8958
10192,2.1432
13396,4.6727
9623,1.6929
20600,3.1029
15263,5.797999999999999
405,6.174
5344,5.2954
500,1.5817
8916,2.6639
12511,2.7333
11488,4.7515
13196,4.1448
18173,6.6329
8936,2.7254
1229,3.024
19993,2.25
11590,6.0
88,0.9722
18526,3.8259
18031,6.3663
1016,6.3705
19475,2.9219
7333,2.0057
10251,2.425
4163,3.4227
17319,5.5106
11278,5.2816
10052,3.5859
15493,5.1194
11766,2.5083
16745,5.1788
18613,4.1679
13485,4.0294
15511,4.7941
11571,3.9855
14489,5.3787
15239,7.7317
11945,2.1865
12404,3.2833
20115,2.5129
12236,2.7083
19106,4.6069
8628,8.1513
17345,3.8203
5164,1.9655
13471,3.6875
20357,5.7676
6339,2.5125
10943,2.8077
12104,1.625
5983,5.6785
2457,3.1333
3353,2.1833
8615,5.7415
15057,5.6846
12944,4.8375
13828,3.6646
17282,5.4127
3612,4.5833
1475,2.9915
6000,4.0368
8176,5.0795
4129,4.3359
1471,5.3794
5102,2.7401
10753,5.1923
4742,2.0984
18175,4.5
19868,4.1812
18137,5.9158
17191,3.3047
15944,3.6885
10608,4.6793
4859,1.631
15750,3.3068
15459,4.6357
18434,5.0509
16520,1.6724
5631,2.9063
20492,4.9946
8186,5.1805
10980,3.5195
6308,3.8125
1216,2.9821
14123,1.4886
4933,1.9208
1049,2.7399
5208,2.2778
11893,1.6943
19063,4.7356
13194,3.2344
12541,3.6729
19545,1.7054
13746,5.3526
13360,2.125
16411,4.75
5403,3.6467
60,3.3929
1587,8.0839
10128,3.3173
18060,8.0331
15831,4.4318
19796,1.7262
9322,5.6263
3994,6.0928
4200,2.7679
13986,3.5987
12823,3.0903
4759,1.7014
363,4.0313
10647,4.1591
907,4.8403
2051,3.0179
17856,4.75
2861,6.3639
4526,1.9402
14012,3.654
19276,2.375
17414,4.3162
20047,1.3807
5411,4.5795
8583,6.6321
20340,5.2773
16466,3.775
6111,2.6619
7585,2.3542
14663,3.8719
12733,8.6572
14203,5.3908
9896,6.5799
19583,1.4464
9459,2.1793
18229,3.5179
9712,3.6875
44,3.0125
20175,2.98
19625,1.6214
14117,3.8355
8777,3.2472
19839,1.5714
13061,4.0938
10930,2.3783
15953,3.7143
14290,5.454
10556,3.4261
11338,3.75
20201,4.9079
19953,3.5039
14658,5.282
19720,3.2917
16918,10.4286
9520,1.8042
7639,4.526
234,2.9297
1856,2.0074
3236,1.3967
10464,10.3983
11228,3.6771
16069,3.7054
4121,5.2962
11718,3.087
5321,6.7115
5032,1.8806
4981,1.5179
17081,4.8068
17502,2.8971
786,3.8875
16667,3.2464
14390,4.1339
1808,3.2222
8698,4.5833
297,2.1842
18206,4.2719
14217,3.9646
8289,3.901
1928,6.843999999999999
8113,2.8988
1564,12.5915
12970,3.5893
3219,2.9375
14280,1.2614
5034,1.8472
16775,2.9413
19489,2.5938
1988,1.5625
13399,4.8283
10378,6.1935
11041,10.8111
4622,11.2185
13364,5.4110000000000005
19368,3.9336
10474,6.4211
12115,4.2775
5308,4.7109
8275,2.127
15994,4.4946
9479,1.85
14194,3.57
6112,2.6292
3929,4.3654
18512,3.6902
2454,3.2019
16463,3.8825
1631,7.6107
13671,1.7206
8971,5.7405
16172,3.527
16111,3.5
12201,4.5936
19533,2.6523
20632,3.125
1139,2.4623
2923,1.9671
14325,0.9142
19996,2.8152
10214,2.9861
13391,3.9755
11052,3.8929
11235,5.2384
14286,3.37
5179,1.6389
18935,7.2589
5288,4.175
5543,5.611000000000001
5,4.0368
1291,2.7234
5172,1.4103
1597,4.3235
7408,2.6179
8147,5.3735
2361,4.5625
12767,2.1776
14156,2.5125
6481,3.5268
7893,5.7652
10771,4.6808
3638,3.66
15442,2.9133
10063,1.6094
4523,2.8
20306,4.5828
6888,2.5488
16668,2.794
4426,2.2545
13290,2.8702
9757,3.2219
19886,2.7321
3555,3.0347
12252,2.1103
1984,3.4872
18728,2.6705
12207,4.125
10341,4.7804
18456,5.4193
2683,4.3523
20231,4.1898
9994,4.4375
12814,3.7188
20583,3.875
16576,2.75
9283,5.615
9499,2.5625
9829,3.7454
15661,0.8543
6213,5.8519
19149,2.3464
6215,4.5594
1260,5.0016
11829,3.9196
9999,3.0781
7,3.12
4807,3.1442
18211,3.6875
4367,5.7778
6368,6.5254
12547,7.1035
13625,1.2171
20511,2.0368
7689,4.8036
16675,3.5352
13141,4.4519
11787,3.7904
14162,1.8899
5296,5.5
19284,3.1094
7216,1.8681
2907,1.6786
1905,3.5714
17382,4.65
19027,6.0704
11126,3.025
9693,2.3463
16012,8.1189
5511,4.5521
5516,6.2673
20021,4.1856
9834,4.3571
14451,3.9187
3287,2.7639
11937,2.87
1192,2.5313
16438,3.0592
18709,2.7857
10578,5.7559
17828,5.8721
9210,2.7413
5479,4.575
11086,5.6276
5214,2.3333
2485,3.2639
20177,5.6885
10922,4.1
19912,2.5733
2080,1.8971
18455,6.0198
16818,4.8096
6675,5.0237
19416,3.2246
1827,3.724
19952,3.0905
17318,5.5221
5876,4.1161
11110,3.2303
8064,4.9
16906,4.2407
11369,4.4766
9386,8.4888
13705,2.3725
18542,2.1964
7012,2.6991
1621,11.3421
50,0.9218
4202,3.133
4819,2.4297
17511,3.6389
2805,3.0268
15435,3.6181
18312,5.2114
16612,3.24
3426,4.2353
3312,3.2375
9401,8.9248
4333,3.37
4325,3.2824
12663,2.575
10289,6.9308
16416,0.9614
19378,3.3182
2446,1.625
18764,1.4911
16716,3.2813
142,6.7851
13223,4.7056
20173,5.2953
1313,2.5893
4616,1.8238
16804,4.125
8800,9.821
11214,3.7014
17536,3.5781
9613,1.5635
19503,1.6078
14411,3.625
8002,4.8571
6120,3.7846
12884,1.9805
3474,6.6458
19084,4.2891
11999,7.0215
2183,2.3194
2344,3.9792
12854,1.7596
13824,2.0136
5281,15.0001
3182,2.2937
13548,1.9286
12039,3.3187
9634,3.2262
16941,6.9533
9668,1.5817
20541,4.6225
2577,3.5833
4427,2.3942
18023,5.5127
328,2.5192
20509,2.7566
15763,2.3977
779,2.375
17688,4.3851
13865,3.6615
4930,1.5556
8522,5.5133
8343,6.0718
6708,2.3
11337,3.9107
17412,2.1094
19766,1.7566
18899,2.1976
11434,5.3674
256,2.2604
17798,12.3292
7977,3.5646
8551,3.35
3991,5.5798
12615,5.0371
10008,3.9
6958,3.9243
9657,1.9732
14784,3.9583
2479,1.4191
74,2.483
14817,6.3612
1507,4.45
269,3.22
14888,3.4773
7061,4.1312
7491,1.2222
18223,4.6875
17601,5.6437
1760,3.1571
11070,5.1785
18689,4.7569
1780,1.5139
20549,3.7477
2448,3.2917
6087,3.5109
1691,6.0102
14856,4.1325
11087,3.8456
9208,2.8167
2215,8.7716
4222,3.8393
2977,3.569
11974,3.016
280,6.2838
19093,5.2452
8288,3.5528
2607,3.5380000000000003
15717,2.6782
8780,3.8287
18633,6.3258
16613,3.8019
14086,3.125
6572,3.6094
11739,5.2903
8666,5.145
12216,4.6904
19652,1.9829
6991,2.593
4732,3.3333
11221,3.0789
12819,3.8272
2734,3.2083
4475,3.2279
14604,3.6371
12844,3.3074
17843,6.2892
5796,2.462
1909,3.017
9882,3.0608
19978,4.125
20091,0.4999
5647,2.1473
8762,4.7026
8924,2.3098
2455,3.0469
5364,5.6454
8046,3.4605
18892,4.775
1690,5.7862
13557,3.1213
13929,3.212
15072,3.963
1798,1.9375
11682,3.139
10892,3.5902
16228,2.5195
7841,2.4333
71,0.7286
8201,3.108
18827,2.1607
20592,0.8928
13718,4.5938
3525,4.055
1518,4.4312
14768,4.3601
10840,3.1483
17657,6.0936
5434,4.7083
18436,4.8355
13722,1.3485
4436,1.9495
1447,4.525
11510,4.6528
20478,5.653
17108,15.0001
18650,4.7468
16245,2.1265
13555,1.775
1697,6.2073
2678,2.2054
20415,3.2176
6390,8.2004
4297,1.9835
3164,2.1136
14634,4.2417
18714,4.1099
3955,5.0025
5169,1.8814
13432,3.7011
16118,4.1029
10974,5.375
636,3.3431
19793,1.8933
14151,1.6815
3550,6.8643
20309,4.8125
10797,5.3369
10234,2.4732
17770,3.3306
16607,2.6528
10253,3.025
10777,2.625
9638,2.875
11227,4.9429
10216,2.5
12303,3.3333
17401,2.1509
19323,1.9265
7004,3.6
11609,6.0
17912,7.8543
18638,3.5943
11459,3.5848
3414,2.8214
2669,1.6552
13958,1.998
12570,3.2404
8149,5.2299
696,3.9063
3006,5.1457
10762,5.9055
9970,4.3125
14259,1.4856
2157,3.5972
18683,4.3321
4136,1.9219
10296,6.3303
7767,2.6397
4717,2.7824
1758,2.8833
17302,3.2125
16407,3.6389
1132,1.7788
2040,4.9196
20048,2.2202
16021,5.9114
12688,2.8231
8891,2.775
5355,8.0239
15333,2.7846
15127,2.8906
729,3.4839
4666,1.3867
366,5.3602
7127,4.5526
19582,2.0385
13124,4.8073
16115,3.9583
11737,2.6701
7697,6.0723
10245,7.2478
8873,3.9904
17819,1.7361
3010,1.1528
12646,1.5735
11988,3.2067
6121,4.1944
932,5.2882
16059,3.5278
848,5.225
20452,4.1607
17428,4.2875
6460,4.7931
19366,2.9375
8807,7.6986
1157,2.6921
4802,1.6452
12664,3.5323
8494,3.287
6545,2.7955
616,3.95
17435,2.3804
15364,5.4563
18692,3.2917
12398,2.9187
10096,3.8194
10265,5.2037
15429,3.0982
11719,4.5795
6622,3.6094
2519,3.35
1242,2.9489
11701,6.2427
2562,1.6111
8876,13.3036
10706,2.49
4190,5.2083
9039,2.5764
8077,3.5521
17577,4.0474
13726,1.3021
7649,4.8508
8933,3.6121
3846,5.0929
12164,2.5221
4672,2.053
3329,3.3531
9185,5.6798
3363,1.7333
971,7.2639
10951,1.5054
12829,3.8611
3706,2.0968
843,5.5218
8033,3.2024
10410,4.5022
1474,2.9861
4560,2.462
18630,5.8642
13573,2.5417
14153,6.1628
11705,1.7083
17708,3.135
2132,2.0536
3989,5.2016
1369,2.5481
4776,2.5927
11725,4.1364
12544,5.0359
8182,5.0574
7272,1.9929
10592,6.0961
625,3.244
6384,3.5694
986,10.3203
3720,2.2377
17086,3.0472
13668,1.4279
5592,3.1779
171,2.181
668,3.8864
11779,5.8718
11026,5.8622
11307,3.0125
6580,6.553
20456,4.7574
7954,2.6406
1756,3.9464
15352,3.125
7742,3.6936
11611,7.3463
17467,4.2404
17246,2.5947
18403,5.4741
9289,3.0742
4278,1.8977
13818,2.8021
8642,7.1264
11578,3.0
9100,2.7396
15033,3.744
5807,3.0074
10828,8.1001
19424,3.6023
7586,1.8095
13871,3.7478
4058,3.2813
13413,3.1028
410,4.9083
4913,2.0817
3867,3.1478
5810,2.6673
19864,5.3767
8443,5.0452
17755,4.4671
11742,4.2723
16448,2.2883
9159,4.6861
5907,4.6864
2637,4.025
17762,4.087
6892,3.6512
3015,3.0882
2793,2.75
8580,6.348
2809,1.8472
19511,2.5363
13080,3.5691
7581,2.1389
4035,3.2154
11045,2.8403
5641,4.4671
9725,3.7766
5749,3.6587
2575,2.2478
619,3.25
13859,3.662
8590,7.1845
17197,2.4701
9030,8.8666
19312,3.4471
8400,4.125
16373,3.1779
16899,5.6206
14075,2.5991
13022,3.9226
1598,6.4666
623,3.8047
1300,2.905
1641,6.4753
2764,1.4338
11417,5.3428
3932,5.2149
6908,4.0938
2387,4.2679
2827,4.8571
12264,2.5612
17311,3.9224
10627,7.5847
4143,2.3071
7666,3.7143
2332,3.9943
14809,4.4777
3583,2.8727
16791,4.7813
13847,3.2941
9075,4.8787
9569,4.25
1206,2.1728
11184,3.6875
9443,3.8333
18352,12.0372
9570,2.1182
3971,3.8839
2486,4.381
2471,2.4006
9531,2.9
1164,0.8024
3302,1.4767
2315,4.0
10001,3.6087
6663,3.6719
1212,2.9063
8475,5.7528
11136,4.1325
11733,2.6319
11668,4.5083
9870,1.875
9200,3.1326
9041,5.3267
6072,8.105
2875,2.774
1225,2.4583
16985,5.0353
1491,5.6642
18283,10.3591
14794,3.0217
11840,2.0221
169,1.7772
9172,4.2391
18112,5.4842
195,1.6929
5968,4.075
1273,2.2216
9260,1.4511
1367,4.5
3337,4.0435
5060,3.25
16900,4.7917
5257,15.0001
13228,4.1719
9620,1.5917
13568,3.1765
15931,3.4231
11336,4.0508
8904,4.516
14324,1.2292
15673,5.2539
10413,4.6076
8500,3.0739
13529,3.6362
14671,5.5673
19102,4.6534
19805,3.625
18730,5.2149
1547,6.2631
10505,3.8992
12974,1.962
17850,5.2722
17553,2.375
19023,2.5938
18961,2.4
10384,6.1493
17664,5.2088
1309,1.7161
17971,4.6304
18447,4.9688
6138,3.3261
8592,4.4271
7651,4.5469
11847,2.2019
7241,2.7308
19782,3.2891
10033,2.1419
12009,4.8167
2423,2.309
12462,4.0972
374,3.5083
3343,2.625
1751,2.1915
20197,4.1845
13368,5.485
5461,2.0714
14950,3.9583
15799,2.8458
16158,4.125
7034,4.8304
7669,4.5382
7912,4.0
10603,5.2124
9080,2.1979
14085,4.2813
20616,2.0469
19779,1.8571
557,5.1039
12496,3.2963
20637,1.7
17154,5.7211
11581,5.8053
17465,6.0992
11101,5.9397
7269,2.7045
6556,9.532
6469,4.0625
3486,10.8805
19686,1.6719
3232,2.395
2366,3.6161
9498,2.375
11069,3.0087
10956,4.5125
15407,1.808
9533,3.6182
11614,6.4288
1947,4.0
7283,2.5637
8973,5.5284
10127,7.6486
3749,3.0061
20345,4.6458
19558,2.5993
12256,2.6830000000000003
295,1.871
20413,3.4676
6304,3.8125
8026,4.2703
19319,3.1
11816,4.7019
13943,5.2146
6664,2.5664
7490,1.7411
14789,2.3603
19377,3.5833
20172,3.2917
16419,2.9
9162,5.0166
13138,3.5461
4246,6.0352
2815,2.325
11769,3.141
8421,3.01
18146,7.2779
15688,7.2623
4159,2.4932
12967,3.0703
493,7.8521
19090,3.4896
2057,3.4107
11640,4.88
7346,2.6364
8729,3.5073
1651,6.8642
9568,1.4615
17167,10.2811
13586,1.3973
12074,4.2721
20156,5.0
17632,4.5625
10950,3.5972
4577,2.2552
8862,8.0095
2102,1.8667
5923,5.8819
11930,4.8333
10417,10.49
3520,5.5714
4216,3.0521
9921,5.8002
18006,4.8542
748,2.2222
11349,3.8506
18285,8.3924
2340,4.9432
17484,3.0875
12930,5.6529
2717,1.1853
7199,2.0764
11167,5.2657
5748,2.9148
15740,0.9355
13638,3.1875
19183,3.1830000000000003
7345,2.0524
13186,2.725
5679,3.1071
13137,3.3608
4889,2.2356
14116,2.2375
14666,3.9732
6498,3.25
1203,2.3243
8575,5.308
808,4.2468
12707,4.1488
495,5.3794
14269,1.0658
12366,2.1411
8106,2.1397
12543,8.338
14271,1.0531
6648,2.7201
6479,4.037
12345,2.9569
4482,1.9762
20574,1.9327
10880,4.7422
11367,5.9838
8919,2.0745
17398,3.1576
15028,3.4421
18387,8.1988
10094,2.6641
8305,7.0796
19676,2.4183
3300,2.3179
1545,3.375
5167,2.3352
4203,3.1306
12630,2.7368
7335,2.5703
15997,9.3603
9320,2.5125
13516,3.0833
3163,2.1357
16559,3.65
10114,2.2156
8530,3.4698
8474,4.5304
2275,1.8514
8005,5.9493
15089,3.5586
12004,2.3417
17622,4.9236
20234,4.09
6495,3.1944
2065,2.77
2290,2.9244
17930,5.2019
18106,8.0837
18290,7.2045
16150,3.4883
10657,6.5356
599,3.5187
4378,3.9674
8884,7.7572
9828,3.5865
10790,3.5388
6560,4.7269
1647,8.3209
66,0.8056
18065,11.1557
19798,1.8696
15154,7.7569
4256,2.325
12428,1.5809
570,7.611000000000001
8464,3.5903
13833,4.1333
9140,4.7437
16664,4.625
10501,4.1563
6056,6.2384
4072,8.152999999999999
15538,0.813
17195,4.1375
19666,4.601
3418,3.7566
13315,2.0893
6174,3.9583
12682,5.0
6951,3.0577
11146,3.9539
7619,4.8438
3283,1.4676
1272,4.8958
5632,2.45
149,4.5428
13450,3.5655
20083,3.6838
7057,4.1667
11410,4.1366
11802,3.3889
2776,3.1607
17903,6.0573
4274,2.1403
12240,2.5898
6753,6.5078
6728,10.2317
5823,4.7885
10450,6.6852
4173,2.2788
12324,1.6849
3890,3.5333
12750,2.2
7826,3.5972
14997,3.9485
14535,4.0521
20594,3.725
9311,3.293
9558,2.6758
7766,4.0878
16678,1.7878
8497,3.5417
15692,8.0755
11789,2.2292
12467,3.0208
19774,2.207
18790,2.793
10242,7.1472
3777,2.2652
19438,5.5
6301,2.375
2037,2.7813
15339,2.0147
17109,10.8758
1738,4.4135
12277,2.8783
10427,6.3401
8282,3.4107
14863,2.3562
6269,3.494
18218,3.7359
12498,2.9191
13733,3.2188
10757,10.2849
16104,4.3859
5967,3.8929
4315,2.3568
20472,4.5673
2482,3.0658
13497,1.6993
10748,8.5574
5588,3.0057
6501,2.0433
16602,2.4567
11627,8.5407
4535,2.5268
16096,4.5329
5950,2.9375
15626,6.3245
11177,3.1315
19005,4.875
13159,2.9554
12722,5.0497
5813,2.5388
3206,2.8125
10743,10.3682
13640,2.1591
19272,4.7283
3025,3.9929
8014,4.7222
19269,3.7132
5012,1.9231
3630,5.3767
10961,3.1713
6629,1.2891
6698,3.6572
9585,2.1418
16481,3.6398
5425,4.9676
2521,1.6607
14145,3.6974
1131,2.8182
6797,2.9405
491,5.0463
10931,2.9926
11217,4.2731
6644,1.6887
814,4.0125
9612,1.2054
687,2.875
8196,3.7716
7478,2.7679
15358,3.33
11376,4.25
7468,3.0871
15029,2.9896
9046,2.67
12064,3.5313
7036,4.0096
5303,6.7703
17715,5.614
404,7.9556
448,2.543
14927,6.6143
10488,2.8357
17735,5.5248
19672,3.7065
7705,4.5625
18107,6.3702
4209,3.4375
17142,4.4688
1821,5.943
18261,7.1108
177,2.6292
835,5.097
6517,2.7721
10346,6.0471
18225,5.4721
503,2.9018
11017,5.5654
7452,1.9107
634,4.5553
7370,3.0313
17383,4.5536
4135,3.5341
6243,3.7454
6801,3.0078
11261,4.5263
4082,3.1289
8095,1.9311
16186,0.7917
14720,4.1162
18033,7.3522
14101,2.9286
8667,5.6370000000000005
9541,2.1484
4839,1.2875
603,2.5362
2153,3.8105
3423,3.3214
11939,3.1795
15025,2.9
19613,5.2452
17720,7.0671
3705,3.0491
14112,2.2
8345,3.1563
19074,3.3571
2845,3.2325
13639,1.9963
15706,3.4423
3012,2.9891
7417,3.3542
3275,2.5457
20582,3.7574
12108,3.4896
13637,2.5208
5583,2.8106
17629,4.9662
15149,4.0806
6066,6.6288
8450,3.5234
5113,1.4868
17829,6.5226
2918,3.0435
7164,2.1845
15011,2.734
18771,1.3904
8268,3.7838
5870,3.5583
15810,4.75
18196,5.6447
20399,6.2708
12717,5.8336
11178,6.1001
15224,6.2513
2238,5.4868
16730,3.0602
13584,1.4531
18334,4.5987
19992,1.7462
8711,4.8906
12191,3.375
14678,4.375
7910,3.8654
10408,5.7709
2788,4.375
13355,5.2849
9022,5.8788
14130,1.5208
3930,3.0187
12395,7.4382
11409,5.9449
7538,1.7824
13383,4.7547
14906,2.7014
1034,3.5
20516,2.89
8657,5.5843
14569,4.1806
10530,3.6196
7626,3.7466
4170,3.0377
15938,2.1187
380,4.0417
17372,4.4342
9011,10.076
6956,2.9583
11786,5.5205
9263,1.3594
20461,6.2059
692,2.5833
903,4.1947
2420,2.5234
10212,5.2897
8533,4.1552
12258,2.1979
4932,0.8941
7188,2.8167
529,4.3098
15825,3.5536
15020,4.2992
12994,4.1607
17713,5.8068
8877,8.0257
20434,4.504
2883,1.4146
6952,3.25
2173,2.9853
2097,1.2101
4939,1.9531
10202,2.1991
14297,2.2804
19414,4.9236
7492,2.75
1353,2.1013
13673,4.4472
526,3.0161
77,1.1111
3756,3.3125
2121,2.4956
2220,6.1175
19754,3.5305
14865,2.507
15713,2.8569
11657,3.1497
11545,5.2001
15359,2.9386
16509,4.1833
10463,5.49
13029,4.817
3807,2.9688
11901,8.5326
1603,6.2275
15755,3.35
13183,6.2141
303,2.0786
6612,6.3467
13042,4.2031
4361,3.3864
10796,9.2175
5929,4.8125
3707,2.2234
5662,2.0469
16813,3.8565
10407,5.2497
12590,5.5208
1134,1.8616
10177,3.6471
16482,2.4906
7278,2.2969
18291,8.9021
9554,2.5129
19,2.6033
17442,3.0081
1916,3.93
3755,3.3958
17592,4.4375
9947,5.6304
20440,6.4963
13968,4.0556
5610,2.0458
18167,3.5154
8900,8.9616
10522,7.9338
19972,2.6447
11588,5.9357
1194,1.9943
18325,10.3942
9540,3.5167
10040,2.3125
20638,1.8672
6135,2.4911
15859,3.9722
19097,3.7115
10286,4.625
1851,1.9797
18751,2.5417
1133,1.0625
9549,3.7784
8448,5.8374
3974,5.6159
19240,5.5061
19599,1.55
1709,4.35
8752,5.7765
7202,2.15
16244,2.8854
10816,4.6161
18944,5.2527
369,3.8913
7609,5.5591
12684,2.925
9323,2.75
9989,2.4726
6632,3.5909
261,3.1167
5706,3.5707
14053,2.2264
15261,6.3712
7271,4.5208
2469,2.0313
18552,4.1964
18064,7.8711
13067,3.1042
19710,3.4426
3921,4.0789
2915,4.3482
10992,4.7273
2852,3.0568
19614,2.3173
13309,4.4205
11765,4.485
2041,7.2211
4424,1.5491
15575,5.4155
4693,4.25
7294,1.8929
20358,6.0994
15223,4.3286
8627,5.9683
11484,3.1912
17875,5.3912
13787,3.4145
11631,3.6815
16193,3.6591
2703,1.9531
9144,3.2765
8098,3.3988
13602,3.3
12648,1.7188
17320,2.9479
12351,3.4394
10763,10.1454
3509,4.2143
20269,2.6964
13089,5.0427
12513,3.3348
17895,3.5625
12148,2.0881
7187,1.75
7500,2.0
9976,5.3698
12765,2.5162
15744,2.105
5591,4.6207
18982,4.5987
16296,2.401
12644,1.5292
16526,4.0972
1414,6.0265
10832,4.2036
1822,6.516
8209,1.9318
987,4.3472
1370,5.1265
1297,5.0164
10282,4.1064
773,4.1302
10479,6.5413
4081,3.3669
15179,5.8747
1439,3.6449
14229,4.0668
857,2.9706
849,5.3428
13702,2.5875
10903,1.9309
13540,1.9432
17059,6.2154
20089,2.9457
5921,7.9068
6916,6.8109
13421,4.1775
14592,3.0375
1722,0.716
15144,3.8073
5078,3.4444
17991,4.6371
2182,2.9808
18134,5.5388
12162,2.2618
8495,3.0329
17855,10.9722
5868,4.282
20079,2.1289
15283,4.0791
12934,6.2082
502,1.3785
13564,2.9667
13598,1.7981
16397,2.8958
9735,3.8424
13323,1.7292
15633,3.3839
5961,4.8894
19073,3.25
3681,5.1586
19590,3.4934
10713,4.5833
1703,4.4911
16550,4.6821
9360,3.5838
1103,2.3036
15858,3.675
9899,1.9875
17344,4.3125
5979,4.3148
7821,3.5772
10979,4.0398
12986,4.2037
15601,3.5769
16261,1.7898
7200,1.7801
20168,4.8105
13778,2.6875
1799,0.8641
5492,6.1726
7465,3.4402
20539,4.2198
4547,3.7543
14887,3.0771
19371,3.3333
20081,3.8203
20561,2.2794
17394,1.899
15338,2.4754
17943,3.1702
17021,8.1039
4494,2.095
1340,2.1417
3515,4.1492
10503,3.668
10726,11.0138
10506,6.065
4430,1.9704
1588,8.003
14408,4.9125
13981,3.4912
12199,3.235
14695,3.6528
10330,6.4415
16731,3.1641
20223,3.5385
19477,2.4
8019,3.7813
1727,0.7403
16697,2.655
10247,6.6897
19057,4.2813
2679,1.7159
4470,2.5523
4392,2.5521
14849,2.0114
15638,2.9871
6192,4.5655
10819,2.75
6059,5.0869
319,1.3194
6474,4.0987
11150,4.8667
1570,7.7072
435,1.475
17402,2.2743
18579,3.2813
1915,4.8311
15716,5.0156
7078,3.7045
3407,4.5833
11320,3.1771
8719,5.3773
8451,4.0775
18052,15.0
7532,1.9957
14067,1.64
7906,4.3397
2804,4.3162
19333,5.0555
12122,3.0907
2151,1.9784
14744,2.6985
17348,3.2135
7458,3.2734
12211,6.9136
11156,4.6042
15156,6.0226
2476,2.1153
15674,3.9856
3981,2.8312
19273,3.8244
12419,1.7172
9404,6.7809
7435,3.2768
17741,6.7159
6005,3.0638
12455,2.1759
3070,1.7418
1900,1.9727
6965,3.3611
11032,4.25
16877,6.221
14135,3.3026
2335,3.1814
5740,4.9135
1525,4.3864
12691,8.4016
8498,2.7428
11528,2.2708
12809,1.6563
3768,5.9275
13070,2.5035
10512,3.4455
14694,3.5562
2409,2.0417
19999,1.8827
7632,3.5
20501,6.5483
12448,2.9653
15870,3.0865
110,5.0917
1777,2.3456
4085,3.4612
1121,2.7863
5402,3.2396
9763,4.25
18585,2.0192
10105,3.6106
19306,4.5875
18362,12.9792
771,3.2091
10906,2.7059
16225,3.5404
1085,2.0064
16928,3.2891
627,3.3906
17778,5.5592
13928,2.1571
19705,4.45
5028,2.175
10237,4.2188
4940,1.4886
11684,4.7083
5160,1.5313
12588,5.3135
9966,4.635
19219,3.0568
11833,4.0819
2581,1.1157
7860,3.625
12731,5.0508
943,6.0667
14454,3.875
8931,3.1304
7711,3.6635
8057,3.8026
19179,6.0774
3952,8.4438
11504,4.7773
13735,6.0715
2686,2.4063
20414,3.5504
4575,1.9233
3445,3.6016
17980,3.7632
6090,3.875
5270,6.0307
17608,6.6331
20505,6.0368
17147,8.9955
10548,5.5464
15320,4.25
8105,2.3605
1749,4.0417
19012,3.8651
18539,3.1205
20477,5.9024
3431,3.4
5027,3.1731
19154,4.8233
20249,5.6756
7280,1.7207
5181,1.6887
15884,3.4472
999,4.9375
1473,3.25
20408,7.7889
9906,3.4543
17144,5.1032
6982,5.3054
9833,3.4943
1294,3.9861
6820,2.6901
8678,6.4781
13745,4.875
15190,5.8966
15369,3.0
19178,4.023
3252,2.9708
12453,2.0833
8145,4.8462
3863,3.7105
13056,2.4722
13611,3.3616
5922,6.1731
18879,1.3007
8234,2.225
12443,1.625
10521,6.0743
2866,2.4919
5576,4.7222
12119,5.6409
2254,3.5958
11843,2.9559
11580,5.635
19523,0.4999
12178,2.1549
12661,2.8139
12736,8.05
17112,9.9025
9518,2.6012
2058,1.6607
3321,1.6164
13092,5.2881
168,2.3173
3875,4.1319
3987,4.4167
4748,3.6435
6282,3.9219
6671,3.4583
14602,3.0625
5779,2.8884
17775,4.4896
9847,5.5519
17439,4.5486
7261,3.2188
6621,3.7159
8637,5.2533
5963,4.5708
6860,3.8472
19609,2.8833
3786,2.3851
13976,4.0333
10193,5.197
11582,5.0866
19925,4.3816
13998,1.6667
11881,3.0694
16223,3.0660000000000003
20424,6.6122
6303,3.443
19133,2.4117
9427,3.8269
11753,4.3962
10717,3.7875
4524,1.6319
9572,3.003
18573,1.9609
18843,1.7292
5142,2.037
15124,5.0733
17248,1.4722
20055,2.4167
7171,2.53
10485,6.126
6419,3.2377
9643,1.5479
19644,3.9286
9730,4.3814
8089,3.3214
14133,2.3148
19160,5.1966
9129,4.5615
3832,2.7375
13190,3.8875
4270,1.625
17198,5.5073
12924,5.5
12230,1.7847
