,Latitude,Longitude
14220,32.66,-117.06
10580,33.71,-117.82
16779,37.68,-122.48
4186,34.13,-118.23
2293,36.8,-119.77
6405,34.13,-118.01
3599,34.24,-118.5
14222,32.66,-117.04
14928,32.67,-117.02
18195,37.39,-122.01
13118,38.43,-121.22
11128,33.85,-117.93
2239,36.84,-119.82
4528,34.04,-118.22
7303,33.98,-118.19
16090,37.72,-122.48
10831,33.65,-117.94
7913,33.88,-118.08
17696,37.29,-121.83
5162,33.95,-118.29
15992,37.75,-122.47
1930,38.7,-121.06
9825,36.62,-121.91
12322,33.94,-116.57
19744,40.2,-122.38
8693,33.86,-118.33
3828,34.19,-118.45
1901,38.88,-119.99
7393,33.96,-118.25
2304,36.83,-119.76
471,37.86,-122.28
8252,33.78,-118.17
12735,38.59,-121.34
820,37.63,-122.07
10032,39.22,-121.07
6078,34.09,-117.86
12530,38.57,-121.5
17641,37.25,-121.9
924,37.49,-121.92
8020,33.84,-118.11
15850,37.74,-122.44
9550,37.4,-120.94
16479,38.16,-121.22
19206,38.47,-122.72
13130,38.26,-121.32
457,37.87,-122.25
10812,33.64,-117.94
1640,37.98,-121.84
2326,36.81,-119.71
16724,35.47,-120.66
15139,32.85,-116.91
3133,34.92,-118.27
20019,36.09,-119.05
8865,34.06,-118.39
150,37.81,-122.22
5623,33.77,-118.26
13897,34.18,-116.29
11696,33.89,-117.99
10367,33.65,-117.65
2451,36.51,-119.56
17835,37.41,-121.86
6197,34.09,-117.89
11300,33.77,-117.92
15061,32.79,-116.95
4699,34.07,-118.38
14582,32.84,-117.18
3636,34.24,-118.43
18090,37.31,-122.07
4995,33.99,-118.3
7846,33.89,-118.16
11263,33.79,-117.99
11436,33.65,-117.96
17833,37.41,-121.85
17209,34.43,-119.72
16684,35.11,-120.59
11475,33.71,-118.02
19880,36.33,-119.28
10550,33.65,-117.69
10517,33.51,-117.71
7916,33.87,-118.08
19029,38.36,-122.01
8323,33.95,-118.3
16525,37.79,-121.2
20614,39.08,-121.54
18805,40.61,-121.67
9943,38.16,-122.25
13123,38.27,-121.26
8015,33.83,-118.1
2738,32.78,-115.56
19374,37.76,-120.9
8333,33.93,-118.31
17801,37.38,-121.79
739,37.67,-122.14
14813,32.69,-117.17
1875,38.96,-119.98
6073,34.07,-117.85
18138,37.34,-122.0
13103,38.44,-121.34
20464,34.28,-118.75
5721,34.18,-118.23
10313,33.85,-117.8
794,37.64,-122.08
17847,37.41,-121.88
17525,37.33,-121.9
17998,37.28,-121.97
5557,33.94,-118.41
13112,38.4,-121.35
4673,34.08,-118.35
1656,37.89,-121.93
3057,35.59,-119.33
17885,37.4,-121.97
202,37.78,-122.23
14263,32.69,-117.1
8713,33.85,-118.37
19534,37.64,-120.9
17838,37.44,-121.9
12227,33.73,-116.99
6020,34.05,-117.82
1882,38.94,-119.99
14450,32.81,-117.24
19968,36.21,-119.09
3356,40.42,-120.66
864,37.57,-122.01
3076,35.74,-119.23
5309,34.05,-118.44
16713,35.52,-120.69
10650,33.54,-117.75
13577,34.13,-117.28
17314,34.72,-120.27
9503,38.99,-123.39
657,37.7,-122.13
1896,38.92,-120.02
827,37.63,-122.09
8731,33.83,-118.32
19243,38.5,-122.79
8231,33.77,-118.2
6610,34.18,-118.1
12165,33.78,-117.06
12672,38.48,-121.42
15123,32.83,-116.94
17746,37.3,-121.75
14152,32.77,-117.09
5892,34.17,-118.32
15264,33.05,-117.29
4754,34.05,-118.33
17948,37.34,-121.96
16314,38.01,-121.32
16639,35.29,-120.65
10798,33.62,-117.93
17565,37.32,-121.9
12470,38.58,-121.46
16570,37.75,-121.42
13117,38.4,-121.22
12870,38.71,-121.4
8751,33.82,-118.37
19198,38.44,-122.69
13346,34.03,-117.64
13487,34.1,-117.36
1333,38.0,-121.86
12951,38.7,-121.28
4092,34.16,-118.42
13994,34.88,-116.99
10266,33.89,-117.84
20247,34.27,-119.26
8302,33.76,-118.13
5841,34.19,-118.32
8856,34.07,-118.39
14409,32.78,-117.22
4979,34.0,-118.29
14583,32.84,-117.18
18161,37.36,-122.05
17806,37.38,-121.87
8926,34.0,-118.48
19108,38.24,-122.63
7837,33.91,-118.16
13222,34.03,-117.71
7306,33.99,-118.2
14348,32.75,-117.19
14144,32.74,-117.08
16653,35.28,-120.66
15051,32.81,-116.88
8177,33.8,-118.09
9146,34.45,-118.5
10907,33.75,-117.85
18411,37.26,-121.8
9777,36.21,-121.12
7925,33.84,-118.08
1999,36.74,-119.77
507,37.83,-122.28
16573,37.74,-121.42
1609,37.86,-122.07
1467,37.96,-121.99
3375,34.25,-118.28
4955,34.01,-118.31
2160,36.77,-119.81
3879,34.22,-118.51
950,37.72,-121.93
17723,37.33,-121.79
5958,34.12,-117.82
1253,39.21,-122.01
17437,34.64,-120.45
17759,37.34,-121.84
9911,38.31,-122.28
12506,38.56,-121.43
8040,33.84,-118.15
14440,32.8,-117.24
11556,33.73,-117.99
8243,33.78,-118.18
1402,37.95,-122.08
9965,38.48,-122.48
12133,33.93,-117.21
4433,34.07,-118.2
6715,34.14,-118.18
16867,37.6,-122.38
12118,33.94,-117.14
845,37.58,-122.07
7643,33.82,-118.27
3335,38.87,-122.64
11796,39.0,-121.3
6147,34.1,-117.96
19339,38.54,-122.79
12007,33.91,-117.6
18672,36.95,-121.92
16189,37.97,-121.29
7978,33.86,-118.17
5824,34.18,-118.29
2273,36.79,-119.8
4920,34.0,-118.25
11576,33.76,-118.0
19050,38.43,-121.83
9783,36.14,-121.2
9769,36.43,-121.32
5139,33.97,-118.27
20634,39.27,-121.56
8281,33.78,-118.15
17092,37.47,-122.23
18538,36.98,-122.01
10707,33.61,-117.71
7400,33.96,-118.24
18463,37.2,-121.7
11604,33.79,-118.01
13216,34.01,-117.73
11346,33.77,-117.89
20035,36.07,-119.01
14546,32.95,-117.26
11868,40.3,-121.09
9926,38.3,-122.31
1776,37.94,-122.34
13316,34.07,-117.62
9857,36.57,-121.81
19702,39.11,-121.68
13770,34.03,-117.02
4445,34.07,-118.22
3900,34.2,-118.5
15768,37.77,-122.44
719,37.68,-122.1
19959,36.25,-119.32
10454,33.48,-117.66
13175,36.47,-120.95
16254,37.98,-121.26
1841,37.91,-122.29
2810,35.42,-119.02
4110,34.14,-118.38
19918,36.3,-119.3
14330,32.73,-117.14
9980,38.57,-122.26
11020,33.83,-117.81
5046,34.02,-118.36
8506,33.88,-118.3
10147,33.91,-117.92
2652,40.45,-124.03
10810,33.64,-117.93
4040,34.16,-118.49
825,37.63,-122.08
4334,34.08,-118.32
14947,32.73,-116.98
12174,33.78,-117.23
13844,34.53,-117.33
7133,34.01,-118.1
1719,37.98,-122.33
16287,37.91,-121.28
19350,38.57,-122.94
18696,40.58,-122.37
14996,32.73,-117.04
19257,38.46,-122.76
13674,34.05,-117.27
20282,34.19,-119.18
11850,39.86,-121.14
7678,33.92,-118.09
16741,37.7,-122.44
28,37.84,-122.28
11483,33.73,-118.0
3338,38.81,-122.55
16278,37.93,-121.27
5386,34.02,-118.41
14266,32.69,-117.11
4338,34.08,-118.31
16778,37.68,-122.47
8215,33.79,-118.19
19667,37.5,-120.82
17044,37.49,-122.28
3054,35.6,-119.34
15467,33.19,-117.21
10975,33.76,-117.84
18649,36.96,-121.99
15062,32.8,-116.96
4963,34.01,-118.28
13231,34.15,-117.68
6806,34.09,-118.09
16283,37.93,-121.29
8327,33.94,-118.3
7796,33.9,-118.07
9205,37.33,-119.62
2101,36.74,-119.76
18418,37.27,-121.83
19920,36.32,-119.33
10274,33.85,-117.88
8144,33.83,-118.09
10520,33.55,-117.69
20572,38.52,-121.98
1770,37.95,-122.35
15620,37.8,-122.42
18133,37.34,-122.03
7032,33.96,-118.1
12446,33.82,-114.98
8870,34.06,-118.4
18397,37.22,-121.77
12138,33.87,-117.22
482,37.86,-122.27
15654,37.79,-122.4
18363,37.31,-122.11
12552,38.56,-121.48
13753,34.05,-117.17
8723,33.84,-118.37
828,37.62,-122.08
11752,38.76,-121.21
3154,35.12,-118.43
720,37.68,-122.1
16352,38.03,-121.36
19505,37.64,-121.03
6925,34.01,-118.07
20579,38.8,-121.72
15765,37.77,-122.43
917,37.52,-121.97
7557,33.91,-118.19
20037,36.06,-118.98
13013,38.7,-121.26
3835,34.19,-118.43
13394,34.02,-117.59
5913,34.29,-118.44
18317,37.44,-122.12
2964,35.34,-119.05
12515,38.55,-121.44
6289,34.04,-117.91
7596,33.89,-118.25
12614,38.49,-121.51
10015,39.25,-121.2
15860,37.76,-122.39
13864,34.41,-117.29
4896,34.01,-118.24
3384,34.24,-118.28
5055,34.02,-118.35
11662,33.86,-118.02
908,37.54,-122.0
12845,38.68,-121.38
14588,32.83,-117.19
1508,37.92,-122.05
9792,36.55,-121.87
2884,35.38,-118.98
12036,33.92,-117.47
9716,36.69,-121.66
1286,38.01,-121.82
8889,34.03,-118.5
20200,34.25,-119.19
15307,33.19,-117.37
2412,36.61,-119.45
4006,34.16,-118.63
11471,33.67,-118.0
12832,38.68,-121.42
18815,39.61,-120.08
4499,34.05,-118.21
14270,32.69,-117.12
9854,36.59,-121.89
18438,37.25,-121.85
5825,34.19,-118.3
18742,40.57,-122.34
17105,37.46,-122.22
8009,33.86,-118.11
17004,37.54,-122.28
12540,38.55,-121.5
13802,34.34,-117.61
16008,37.73,-122.44
20353,34.13,-119.05
20622,39.0,-121.44
7641,33.81,-118.28
693,37.7,-122.11
5414,34.01,-118.45
14946,32.72,-116.98
16238,37.98,-121.3
4736,34.05,-118.38
15131,32.86,-116.92
1215,38.09,-120.46
18498,37.02,-121.51
5990,34.1,-117.73
10137,33.91,-117.89
13610,34.14,-117.27
15113,32.86,-116.98
17665,37.32,-121.87
18763,40.71,-122.32
1648,37.99,-121.96
14520,32.91,-117.14
16293,37.96,-121.23
6543,34.06,-118.02
9817,36.62,-121.92
7816,33.88,-118.11
18859,41.32,-122.09
17548,37.35,-121.87
1220,38.12,-120.76
17488,34.44,-119.82
6781,34.11,-118.16
18758,40.66,-122.36
6967,33.98,-118.04
12197,33.6,-117.36
13343,34.04,-117.65
671,37.7,-122.16
12656,38.51,-121.46
9365,37.94,-122.54
2976,35.33,-119.09
15308,33.19,-117.37
18571,36.92,-121.76
13964,34.24,-116.86
14597,32.81,-117.17
8503,33.87,-118.3
14361,32.75,-117.22
15612,32.74,-116.76
3530,34.26,-118.54
4705,34.06,-118.34
18584,36.93,-121.78
13380,34.13,-117.61
8262,33.77,-118.17
2996,35.31,-119.04
13524,34.17,-117.28
19946,36.22,-119.35
19039,38.36,-121.99
2749,32.76,-115.56
9601,37.3,-120.48
7938,33.86,-118.11
10095,33.93,-117.94
5558,33.96,-118.45
1581,37.86,-122.03
36,37.83,-122.27
12949,38.64,-121.28
4823,34.05,-118.31
2675,32.99,-115.41
19769,39.82,-122.11
11253,33.81,-117.99
9375,37.92,-122.5
16886,37.59,-122.39
1108,39.82,-121.59
10711,33.6,-117.7
9025,34.05,-118.74
3697,34.2,-118.37
7560,33.91,-118.2
8434,33.92,-118.37
14847,32.68,-117.08
16221,37.96,-121.36
11040,33.81,-117.81
15102,32.83,-116.99
9903,38.31,-122.26
12945,38.65,-121.27
14659,32.81,-117.13
6949,34.0,-118.08
15401,33.22,-117.22
6029,34.07,-117.75
13869,34.41,-117.31
5565,33.91,-118.29
6017,34.05,-117.78
8955,34.02,-118.39
15007,32.76,-117.02
17329,34.62,-120.11
12169,33.72,-117.07
2947,35.33,-118.99
6680,34.15,-118.09
417,37.9,-122.26
16331,38.02,-121.33
6026,34.07,-117.74
17097,37.46,-122.23
20109,37.86,-120.23
8555,33.92,-118.4
19004,38.32,-121.96
20264,34.2,-119.19
23,37.84,-122.27
2517,39.78,-122.16
3322,38.98,-122.84
16722,35.48,-120.68
1017,37.67,-121.78
16441,38.14,-121.29
10256,33.88,-117.87
9591,37.32,-120.45
15730,37.78,-122.43
16767,37.69,-122.49
8597,33.88,-118.37
9974,38.57,-122.44
1195,39.35,-121.65
10088,33.94,-117.97
11534,33.76,-118.08
19554,37.62,-120.99
12660,38.5,-121.44
11404,33.72,-117.92
7387,33.97,-118.25
237,37.79,-122.2
6244,34.05,-117.99
5045,33.97,-118.33
17730,37.33,-121.76
20423,34.08,-119.0
11721,39.23,-120.08
17376,34.96,-120.42
18030,37.24,-121.91
17851,37.44,-121.88
8523,33.9,-118.34
14109,32.75,-117.11
3587,34.22,-118.54
11352,33.75,-117.92
14767,32.58,-117.1
19971,36.21,-119.11
8357,33.96,-118.32
20152,34.46,-119.26
16494,38.0,-121.12
18888,38.11,-122.24
6388,34.16,-118.03
12599,38.53,-121.49
15258,33.03,-117.25
10182,33.86,-117.95
10826,33.65,-117.93
8274,33.77,-118.17
5116,33.96,-118.28
9287,38.07,-122.55
12356,33.76,-116.57
3294,38.99,-122.65
2880,35.38,-118.97
15021,32.79,-117.03
14684,32.83,-117.08
8907,34.03,-118.47
14781,32.57,-117.09
4683,34.08,-118.36
3016,34.82,-118.93
1739,37.97,-122.33
13617,34.13,-117.27
13974,34.29,-116.76
5834,34.2,-118.33
2860,35.41,-118.9
927,37.47,-121.91
19529,37.65,-120.98
9202,37.32,-119.65
7839,33.91,-118.17
4083,34.15,-118.38
1239,38.31,-120.27
19928,36.32,-119.32
12320,33.89,-116.51
19957,36.22,-119.32
6071,34.06,-117.85
5147,33.97,-118.26
2068,36.73,-119.89
6094,34.12,-117.88
2197,36.81,-119.88
16492,38.04,-121.11
15982,37.76,-122.47
13685,34.15,-117.24
2329,36.81,-119.73
11182,33.82,-117.94
17973,37.31,-121.95
13629,34.08,-117.33
13904,34.15,-116.39
17245,34.42,-119.67
12976,38.67,-121.31
10170,33.87,-117.98
16139,37.78,-122.46
78,37.81,-122.29
1166,39.51,-121.56
7144,34.02,-118.13
1310,37.99,-121.84
17335,34.9,-120.48
12931,38.64,-121.24
13245,34.12,-117.65
3615,34.26,-118.44
567,37.76,-122.24
19945,36.21,-119.36
10311,33.88,-117.77
10364,33.61,-117.68
14114,32.74,-117.11
968,37.67,-121.88
5236,33.94,-118.23
15424,33.2,-117.27
8407,33.93,-118.34
14316,32.7,-117.14
18949,38.15,-121.99
17986,37.3,-121.96
8227,33.78,-118.2
9945,38.37,-122.39
10508,33.52,-117.68
18916,38.14,-122.23
18369,37.16,-121.9
3884,34.21,-118.52
10547,33.71,-117.77
4574,34.07,-118.27
10866,33.7,-117.88
19059,38.22,-122.49
12436,33.67,-116.17
10695,33.61,-117.74
11598,33.79,-118.07
4280,34.09,-118.32
15986,37.76,-122.47
10158,33.9,-117.96
19227,38.5,-122.71
20229,34.27,-119.3
15485,33.14,-117.13
6793,34.09,-118.14
513,37.82,-122.23
13257,34.11,-117.65
9033,34.02,-118.66
18693,36.93,-121.67
2431,36.64,-119.59
16839,37.59,-122.46
16074,37.74,-122.49
5263,34.04,-118.52
7341,33.97,-118.14
11706,39.09,-120.06
8013,33.84,-118.1
7405,33.96,-118.21
1535,37.89,-122.04
2950,35.35,-118.99
9983,38.67,-122.52
18551,36.96,-122.03
3128,35.13,-117.98
4091,34.15,-118.42
4635,34.06,-118.3
16691,35.13,-120.61
11926,33.96,-117.39
20518,38.58,-121.56
3775,34.16,-118.41
1205,39.42,-121.71
5320,34.05,-118.42
1303,38.0,-121.85
16849,37.62,-122.42
3663,34.24,-118.37
3061,35.76,-119.29
19202,38.43,-122.71
6023,34.05,-117.75
11316,33.77,-117.97
15427,33.21,-117.25
6358,34.14,-117.97
1358,38.04,-121.97
13134,38.46,-121.43
7800,33.9,-118.09
43,37.84,-122.26
15541,33.07,-117.12
966,37.68,-121.89
13200,34.06,-117.7
7041,33.93,-118.09
17031,37.5,-122.25
15681,37.8,-122.42
10334,33.85,-117.74
5207,33.92,-118.29
6697,34.14,-118.11
6214,34.07,-117.91
3817,34.2,-118.49
3722,34.19,-118.42
14125,32.75,-117.08
15800,37.76,-122.44
15206,33.01,-117.06
8874,34.06,-118.45
11490,33.69,-118.01
112,37.82,-122.25
333,37.74,-122.17
19162,38.34,-122.69
8661,33.84,-118.38
17016,37.52,-122.28
14338,32.73,-117.16
6838,34.07,-118.13
9534,37.44,-120.76
6395,34.14,-118.06
12188,33.69,-117.35
13511,34.11,-117.32
1724,37.95,-122.36
6696,34.14,-118.1
5789,34.15,-118.25
10089,33.94,-117.97
12017,33.92,-117.5
17825,37.4,-121.88
12849,38.69,-121.39
13107,38.42,-121.37
437,37.87,-122.3
7388,33.96,-118.25
8670,33.82,-118.37
8365,33.97,-118.35
20379,34.15,-118.83
14313,32.7,-117.13
6960,33.99,-118.05
8146,33.82,-118.1
3966,34.2,-118.57
18911,38.14,-122.24
9225,36.94,-120.06
8601,33.88,-118.37
11002,33.75,-117.8
20312,34.19,-119.17
9150,34.44,-118.52
886,37.54,-121.98
15877,37.75,-122.41
14517,32.91,-117.13
9348,37.98,-122.56
18141,37.34,-122.05
10531,33.57,-117.71
13003,38.67,-121.27
2265,36.78,-119.82
16916,37.57,-122.34
2250,36.8,-119.8
17545,37.34,-121.87
1929,38.66,-121.07
19044,38.45,-121.81
16080,37.74,-122.49
11387,33.65,-117.98
18880,38.1,-122.26
4431,34.08,-118.19
10167,33.89,-117.94
14900,32.61,-117.07
6110,34.13,-117.89
14635,32.8,-117.21
644,37.73,-122.13
2202,36.82,-119.86
3637,34.23,-118.44
16910,37.56,-122.36
1210,38.12,-120.55
16340,38.04,-121.33
9276,38.12,-122.59
4988,34.0,-118.31
218,37.79,-122.21
3990,34.19,-118.66
19713,39.25,-121.71
16693,35.11,-120.61
12173,33.79,-117.23
3277,39.03,-122.91
7561,33.9,-118.19
19095,38.24,-122.61
15420,33.21,-117.26
15160,32.97,-117.04
19396,37.76,-120.83
3752,34.17,-118.38
7736,33.93,-118.13
14844,32.69,-117.09
17171,37.39,-122.25
3808,34.2,-118.46
12218,33.57,-117.23
2081,36.76,-119.82
3207,36.34,-119.63
5170,33.94,-118.27
17459,34.4,-119.88
5438,34.01,-118.43
13700,34.12,-117.24
2870,35.37,-118.95
2762,33.19,-116.0
13149,36.89,-121.37
18599,37.12,-122.12
17705,37.31,-121.81
215,37.79,-122.22
409,37.9,-122.28
640,37.72,-122.15
4467,34.06,-118.19
12680,38.55,-121.39
9764,36.48,-121.7
11929,33.94,-117.38
6516,34.07,-118.01
1874,38.93,-119.97
11245,33.81,-118.01
10121,33.93,-117.93
13534,34.17,-117.33
12231,33.75,-116.93
15022,32.77,-117.0
17969,37.32,-121.97
9553,37.38,-120.64
3908,34.2,-118.52
3797,34.16,-118.37
8733,33.83,-118.31
8650,33.86,-118.39
18786,40.44,-122.42
13609,34.14,-117.27
20490,34.27,-118.68
1586,37.85,-121.96
17117,37.48,-122.16
6507,34.08,-118.07
17575,37.32,-121.93
13554,34.1,-117.31
7640,33.82,-118.28
3812,34.21,-118.48
3060,35.76,-119.14
16214,37.96,-121.33
7228,34.01,-118.16
11250,33.81,-118.0
1613,37.88,-122.1
11107,33.85,-117.9
17039,37.49,-122.25
19237,38.48,-122.6
7777,33.91,-118.1
16458,38.13,-121.3
1654,37.92,-122.01
15912,37.74,-122.41
14923,32.64,-117.06
5600,33.79,-118.27
19964,36.19,-119.12
2828,35.4,-119.05
5510,33.99,-118.42
1820,37.92,-122.3
1394,37.99,-122.07
14425,32.8,-117.25
10784,33.63,-117.91
19522,37.65,-121.0
935,37.5,-122.04
5247,34.09,-118.44
9602,37.3,-120.48
4231,34.11,-118.3
4454,34.1,-118.17
20000,36.04,-119.4
11395,33.73,-117.96
9527,39.1,-123.16
14815,32.7,-117.18
1002,37.69,-121.78
8247,33.78,-118.19
19490,37.66,-120.99
15013,32.76,-117.05
364,37.75,-122.14
12632,38.49,-121.48
11925,33.95,-117.4
993,37.7,-121.72
4253,34.1,-118.35
20494,34.29,-118.71
279,37.81,-122.18
16829,37.61,-122.47
8917,34.02,-118.47
8765,33.81,-118.38
17325,34.66,-120.11
14861,32.65,-117.09
15976,37.76,-122.46
3547,34.26,-118.6
740,37.67,-122.13
5442,34.0,-118.45
12756,38.63,-121.39
13115,38.37,-121.13
6771,34.11,-118.15
19384,37.76,-120.87
2534,39.6,-122.05
19729,38.81,-121.58
2696,32.82,-115.37
7009,33.97,-118.07
17025,37.52,-122.27
15534,33.14,-117.11
2334,36.83,-119.69
556,37.77,-122.25
8799,33.77,-118.37
8921,34.02,-118.48
9244,36.98,-120.05
2208,36.81,-119.87
9295,38.0,-122.49
8697,33.87,-118.34
5087,33.98,-118.28
20131,34.41,-118.92
14955,32.75,-116.97
19274,38.44,-122.78
14379,32.74,-117.28
6097,34.11,-117.87
15573,33.08,-116.77
20059,35.87,-119.27
19399,37.74,-120.94
7358,33.96,-118.17
16726,35.55,-120.7
10716,33.66,-117.83
5231,33.93,-118.24
14727,32.79,-117.01
13781,34.02,-117.04
967,37.67,-121.88
753,37.67,-122.07
2108,36.74,-119.75
6109,34.12,-117.88
3795,34.16,-118.36
20218,34.28,-119.24
16873,37.6,-122.41
15001,32.74,-117.02
7434,33.94,-118.21
7895,33.85,-118.08
14522,32.9,-117.13
2224,36.81,-119.82
1305,38.0,-121.83
1733,37.97,-122.35
20112,37.85,-119.93
12956,38.69,-121.3
6839,34.07,-118.12
16633,35.32,-120.84
6676,34.16,-118.1
1489,37.95,-122.02
8797,33.77,-118.46
2509,36.84,-120.69
2445,36.56,-119.64
11620,33.84,-118.05
7166,34.05,-118.18
12742,38.62,-121.36
2956,35.34,-119.02
15746,37.77,-122.43
11531,33.76,-118.09
9356,37.96,-122.54
11541,33.76,-118.02
10552,33.65,-117.7
3370,34.27,-118.27
257,37.77,-122.19
9302,38.02,-122.55
16833,37.6,-122.5
13097,38.51,-121.35
11692,33.87,-117.99
400,37.88,-122.28
9472,39.5,-123.34
20154,34.46,-119.19
16861,37.63,-122.42
173,37.8,-122.25
3088,35.48,-118.23
5209,33.93,-118.27
8660,33.85,-118.39
15280,33.06,-117.3
4357,34.08,-118.36
15271,33.08,-117.27
16322,37.99,-121.31
13198,34.06,-117.69
11335,33.75,-117.95
5584,33.82,-118.3
8053,33.84,-118.19
16406,37.99,-121.18
11226,33.81,-117.94
6633,34.16,-118.16
4945,34.01,-118.3
19217,38.47,-122.67
16114,37.74,-122.5
18228,37.41,-122.09
9511,39.15,-123.22
3729,34.18,-118.42
18883,38.1,-122.25
18192,37.37,-122.0
2605,41.06,-124.14
2856,35.41,-118.95
19026,38.35,-122.0
5714,34.21,-118.23
10135,33.91,-117.91
3826,34.2,-118.45
11413,33.7,-117.95
3069,35.75,-119.25
12872,38.7,-121.35
14521,32.9,-117.14
8035,33.84,-118.14
2547,40.79,-124.18
670,37.69,-122.16
11132,33.85,-117.93
18323,37.44,-122.13
8048,33.84,-118.17
7455,33.92,-118.16
5828,34.19,-118.31
5082,33.98,-118.3
12920,38.66,-121.31
12082,33.82,-117.52
5092,33.97,-118.28
14373,32.72,-117.24
11663,33.85,-118.02
13077,38.58,-121.3
17200,34.5,-119.75
18781,40.39,-122.29
8409,33.93,-118.35
15482,33.15,-117.14
18308,37.41,-122.11
20302,34.12,-119.21
6334,33.99,-117.96
17278,34.43,-119.74
18302,37.42,-122.14
17029,37.51,-122.26
2840,35.4,-118.97
16196,37.96,-121.31
6231,34.07,-117.93
9326,37.97,-122.53
402,37.9,-122.27
1262,37.98,-121.72
12066,33.83,-117.56
17728,37.32,-121.79
620,37.73,-122.16
3188,36.33,-119.78
1222,38.24,-120.72
13839,34.54,-117.3
9318,37.98,-122.49
12269,34.0,-117.04
5216,33.94,-118.25
10043,39.22,-120.94
13514,34.12,-117.34
4853,34.03,-118.3
9095,34.62,-118.32
20483,34.28,-118.72
16898,37.58,-122.37
8224,33.78,-118.19
6904,34.04,-118.14
6188,34.1,-117.92
19903,36.32,-119.29
2357,36.82,-119.64
4417,34.08,-118.26
11596,33.79,-118.08
2525,39.5,-122.53
7835,33.91,-118.15
16815,37.64,-122.43
16729,35.48,-120.56
15473,33.14,-117.22
2179,36.79,-119.9
5705,34.23,-118.26
19493,37.67,-121.0
11176,33.83,-117.96
19340,38.61,-122.87
861,37.58,-121.98
10402,33.6,-117.58
8167,33.8,-118.13
14792,32.57,-117.11
19578,37.69,-120.86
5094,33.97,-118.3
11966,34.0,-117.4
11090,33.82,-117.89
1241,39.03,-121.91
11135,33.84,-117.93
14748,32.58,-117.05
9346,37.98,-122.58
17030,37.51,-122.25
4293,34.09,-118.3
6484,34.09,-118.02
17893,37.36,-121.92
10133,33.91,-117.91
7775,33.9,-118.09
5618,33.78,-118.23
17099,37.46,-122.24
9697,36.69,-121.61
7247,34.0,-118.11
12500,38.57,-121.46
18474,37.13,-121.66
4922,34.0,-118.25
415,37.89,-122.27
2955,35.35,-119.02
12352,33.81,-116.54
6774,34.12,-118.15
16335,38.04,-121.35
2358,36.79,-119.63
15809,37.76,-122.43
7316,33.98,-118.19
10690,33.61,-117.71
5481,33.99,-118.45
17854,37.46,-121.89
1190,39.4,-121.46
13599,34.16,-117.25
2206,36.83,-119.88
7988,33.85,-118.18
13278,34.09,-117.65
16285,37.92,-121.28
6832,34.08,-118.12
392,37.89,-122.3
658,37.7,-122.13
17975,37.31,-121.96
16795,37.65,-122.44
15584,33.06,-116.6
14982,32.72,-116.99
5544,33.97,-118.4
5675,33.72,-118.33
15766,37.77,-122.43
16029,37.73,-122.44
9082,34.69,-118.17
16327,37.98,-121.34
16084,37.73,-122.49
6749,34.11,-118.08
14503,32.86,-117.21
16828,37.64,-122.48
2408,36.6,-119.44
1456,37.96,-121.98
3462,34.32,-118.46
14036,32.75,-117.14
7462,33.93,-118.18
2284,36.78,-119.76
5624,33.77,-118.27
6349,34.15,-117.94
266,37.77,-122.19
15385,33.31,-116.95
916,37.51,-121.97
10579,33.64,-117.69
17822,37.38,-121.87
16031,37.72,-122.45
4212,34.11,-118.26
1153,39.54,-121.46
6406,34.13,-118.02
3048,35.5,-119.27
7917,33.87,-118.07
13528,34.17,-117.31
2963,35.33,-119.05
20611,39.1,-121.55
10385,33.6,-117.65
17576,37.31,-121.94
5872,34.17,-118.35
17146,37.44,-122.19
18409,37.27,-121.82
15736,37.78,-122.43
9243,36.98,-120.06
20543,38.55,-121.74
17132,37.46,-122.14
4204,34.11,-118.26
7578,33.89,-118.22
5999,34.08,-117.75
17360,34.87,-120.4
14345,32.76,-117.2
8540,33.89,-118.36
19718,39.23,-121.83
126,37.84,-122.22
18160,37.35,-122.04
17062,37.48,-122.21
3669,34.23,-118.39
19924,36.32,-119.33
12361,33.84,-116.48
4198,34.12,-118.24
5883,34.17,-118.34
5232,33.94,-118.24
12212,33.53,-117.19
14115,32.73,-117.11
1911,39.04,-120.16
7291,33.98,-118.22
1847,37.91,-122.28
7553,33.91,-118.18
485,37.86,-122.26
2120,36.75,-119.73
7872,33.89,-118.14
18562,37.0,-122.04
11388,33.65,-117.98
17327,34.62,-120.08
14388,32.74,-117.23
9708,36.67,-121.65
260,37.78,-122.2
488,37.86,-122.26
17286,34.41,-119.72
6678,34.15,-118.1
18929,38.05,-122.14
17563,37.31,-121.89
13493,34.04,-117.39
16369,38.01,-121.31
14783,32.56,-117.09
11470,33.68,-118.0
9784,36.16,-121.39
16242,37.99,-121.3
18523,36.98,-122.06
11232,33.82,-117.96
3759,34.18,-118.38
928,37.55,-122.03
14984,32.72,-116.99
16197,37.97,-121.28
14687,32.9,-117.04
13046,38.58,-121.22
3508,34.26,-118.46
1010,37.68,-121.73
4726,34.05,-118.37
18183,37.37,-122.04
6957,33.98,-118.06
2253,36.8,-119.82
17218,34.43,-119.7
5036,33.98,-118.34
1315,37.99,-121.79
11683,33.86,-117.99
13931,34.28,-117.36
15589,32.97,-116.67
